NomePessoa,Empresa,Valor,Data,Categoria
Walter Khan,Silva PLC,484.15,2024-01-25,Vestuário
Deborah Smith,Dean Ltd,1951.81,2024-08-09,Outros
Aaron Powers,"Cantrell, Martin and Preston",69.87,2023-07-21,Eletrônicos
Hannah Bradshaw,Martin PLC,1764.31,2024-06-21,Educação
Brianna Mccullough,"Nguyen, Frazier and Young",1038.99,2023-10-12,Outros
Donald Hunt,Nguyen-Brewer,108.26,2025-03-02,Outros
Donald Hunt,Nguyen-Brewer,432.06,2024-02-08,Eletrônicos
Dominique Warren,Terrell Group,99.12,2024-09-28,Vestuário
Brooke Mejia,Rivera-Graham,378.38,2024-12-10,Eletrônicos
Jamie Palmer,Byrd-Smith,14.2,2024-06-12,Vestuário
John Howell,Walker and Sons,1048.82,2024-03-05,Moradia
Carol Boyd,Simpson-Martin,765.01,2025-03-07,Alimentação
Bryan Ryan,"Gomez, Diaz and Williams",69.3,2023-06-21,Outros
Ricardo Sutton,"Garcia, Williams and Sullivan",1606.06,2024-02-03,Moradia
Thomas Howard,"Bennett, Acevedo and Rogers",778.61,2025-02-28,Alimentação
Alexander Wheeler,Payne Group,176.39,2024-09-23,Saúde
Matthew Smith,Stuart-Camacho,751.62,2024-05-10,Vestuário
Christopher Everett,Byrd-Smith,132.81,2024-10-30,Educação
Christopher Myers,Swanson and Sons,1110.53,2024-03-19,Lazer
Michael Jones,Sims Ltd,495.5,2025-02-19,Vestuário
Pamela Hall,Simpson-Martin,1025.57,2025-02-07,Alimentação
Dalton Castro,Morris-Clark,970.35,2024-01-28,Transporte
William Hernandez,Owens-May,1504.64,2025-05-26,Outros
Amy Stewart,Wright-Miller,285.12,2024-12-16,Lazer
Larry Patton,Kelley LLC,823.25,2024-08-21,Lazer
Lori Cruz,Stuart-Camacho,1355.8,2025-06-05,Vestuário
Connie Strong,Terrell Group,17.26,2024-04-27,Alimentação
Monica Coleman,"Singleton, Brown and Lawrence",1672.25,2023-06-24,Transporte
Toni Esparza,Gould-Walker,372.94,2023-06-20,Lazer
Johnny Griffin,Bailey Ltd,1633.0,2024-10-15,Lazer
Anthony Thompson,Mullins-Zimmerman,1486.97,2023-09-20,Transporte
Jamie Watkins,Miller-Owens,1669.84,2025-01-17,Lazer
Christine Mccoy,Mullins-Zimmerman,1806.85,2024-09-25,Alimentação
Anna Martin,Torres-Rivera,871.37,2024-01-12,Transporte
James Ortiz,Kelley LLC,544.66,2024-09-15,Vestuário
Jason Ramos,Swanson and Sons,1810.92,2023-07-17,Transporte
Evan Townsend,Kelley-Grant,748.23,2024-03-26,Vestuário
Kevin Gardner,Thompson PLC,189.69,2025-03-01,Educação
Jennifer Palmer,"Medina, Barnes and Greene",13.16,2025-03-20,Moradia
Jamie Price,Jones-Woods,654.62,2023-09-30,Transporte
